enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,cdi_training_interaction,training_cdi_ratio,training_hours_binned,cdi_squared,cdi_cubed
0.284550,0.041667,0.938298,0.333333,0.000000,1.000000,0.200000,0.500000,0.190476,0.250000,0.333333,0.600000,0.879781,0.000000,0.862088,0.503526,1.000000,0.919243,0.897979
0.704335,0.016667,0.868085,0.666667,1.000000,0.666667,0.200000,1.000000,0.238095,0.000000,0.000000,0.600000,0.289617,0.000000,0.274429,0.172054,0.666667,0.830395,0.789456
0.604152,0.400000,0.917021,0.666667,1.000000,1.000000,0.200000,1.000000,1.000000,0.000000,0.000000,0.000000,0.420765,0.000000,0.408541,0.243508,0.666667,0.891977,0.864254
0.362503,0.108333,0.951064,0.666667,1.000000,0.333333,0.200000,1.000000,0.190476,0.000000,0.000000,0.000000,0.196721,0.000000,0.195201,0.111856,0.333333,0.935746,0.918569
0.382546,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.750000,1.000000,0.000000,0.010929,0.000000,0.012167,0.006275,0.000000,0.919243,0.897979
0.680727,0.108333,0.951064,0.666667,0.000000,1.000000,0.400000,0.000000,0.333333,0.625000,1.000000,0.200000,0.459016,0.000000,0.453454,0.260996,0.666667,0.935746,0.918569
0.180473,0.758333,0.397872,0.333333,0.000000,1.000000,0.200000,1.000000,0.190476,0.625000,0.000000,0.200000,0.071038,0.000000,0.050305,0.057374,0.333333,0.319022,0.249079
0.637377,0.841667,0.978723,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.500000,1.000000,0.800000,0.508197,0.000000,0.508977,0.284917,0.666667,0.971870,0.964104
0.808083,0.041667,0.938298,0.666667,0.000000,0.333333,0.400000,0.000000,0.285714,0.250000,0.333333,0.600000,0.907104,0.000000,0.888815,0.519163,1.000000,0.919243,0.897979
0.904880,0.250000,0.889362,0.666667,0.000000,1.000000,0.600000,1.000000,0.428571,0.500000,1.000000,0.200000,0.071038,0.000000,0.069095,0.041799,0.333333,0.856976,0.821507
0.319572,0.033333,0.691489,0.666667,1.000000,0.333333,0.400000,0.000000,0.142857,0.375000,1.000000,0.200000,0.016393,0.000000,0.014816,0.011207,0.000000,0.621275,0.550260
0.225112,0.391667,0.774468,0.000000,1.000000,1.000000,0.800000,1.000000,0.428571,0.500000,1.000000,0.200000,0.469945,0.000000,0.422259,0.293826,0.666667,0.716980,0.656815
0.821415,0.525000,0.308511,0.000000,0.000000,1.000000,0.200000,1.000000,0.714286,0.500000,1.000000,0.000000,0.087432,0.000000,0.057765,0.075277,0.333333,0.238296,0.178671
0.032985,0.400000,0.917021,0.666667,0.000000,1.000000,0.800000,1.000000,1.000000,0.250000,0.500000,0.200000,0.120219,0.000000,0.117739,0.069613,0.333333,0.891977,0.864254
0.718416,0.408333,0.938298,0.000000,1.000000,1.000000,0.800000,0.500000,1.000000,0.375000,0.833333,1.000000,0.098361,0.000000,0.097693,0.056313,0.333333,0.919243,0.897979
0.188022,0.675000,0.602128,0.000000,1.000000,1.000000,0.600000,0.166667,0.428571,0.500000,1.000000,1.000000,0.049180,0.000000,0.040404,0.034651,0.333333,0.523278,0.446513
0.399772,0.425000,0.902128,0.000000,1.000000,1.000000,0.800000,1.000000,1.000000,0.375000,1.000000,1.000000,0.497268,0.000000,0.478822,0.290027,0.666667,0.873068,0.841083
0.951736,0.600000,0.880851,0.666667,1.000000,1.000000,0.600000,1.000000,0.380952,0.625000,0.500000,0.400000,0.366120,0.000000,0.348951,0.215984,0.666667,0.846308,0.808600
0.553552,0.033333,0.691489,0.000000,1.000000,0.333333,0.200000,1.000000,0.190476,0.000000,0.000000,0.000000,0.174863,0.000000,0.150288,0.114986,0.333333,0.621275,0.550260
0.481321,0.775000,0.800000,0.666667,0.000000,1.000000,0.200000,1.000000,0.476190,1.000000,1.000000,0.400000,0.273224,0.000000,0.249486,0.168514,0.666667,0.747339,0.691657
0.192486,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.250000,1.000000,1.000000,0.240437,0.000000,0.236674,0.137624,0.333333,0.919243,0.897979
0.040205,0.041667,0.938298,1.000000,0.000000,1.000000,0.400000,0.000000,0.190476,0.000000,0.000000,0.000000,0.300546,0.000000,0.295474,0.172025,0.666667,0.919243,0.897979
0.394619,0.150000,0.342553,0.666667,0.000000,1.000000,0.200000,1.000000,0.428571,1.000000,1.000000,1.000000,0.158470,0.000000,0.107687,0.131760,0.333333,0.268429,0.204415
0.228018,0.041667,0.938298,0.666667,1.000000,1.000000,0.400000,0.000000,0.190476,0.000000,0.000000,0.400000,0.071038,0.000000,0.070966,0.040676,0.333333,0.919243,0.897979
0.864765,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.809524,0.000000,0.500000,0.400000,0.060109,0.000000,0.060275,0.034421,0.333333,0.919243,0.897979
0.992450,0.450000,0.848936,0.666667,0.000000,1.000000,0.600000,1.000000,1.000000,0.375000,1.000000,1.000000,0.885246,0.000000,0.827657,0.531038,1.000000,0.806727,0.761222
0.621529,0.600000,0.880851,0.666667,0.000000,1.000000,0.600000,1.000000,0.380952,0.500000,1.000000,0.000000,0.087432,0.000000,0.084336,0.051666,0.333333,0.846308,0.808600
0.306750,0.391667,0.774468,0.666667,0.000000,1.000000,0.600000,1.000000,0.714286,0.250000,0.000000,0.200000,0.153005,0.000000,0.138173,0.095870,0.333333,0.716980,0.656815
0.454148,0.041667,0.938298,0.666667,0.000000,1.000000,0.600000,1.000000,1.000000,0.750000,1.000000,0.200000,0.278689,0.000000,0.274092,0.159516,0.666667,0.919243,0.897979
0.367986,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.857143,0.625000,0.166667,0.200000,0.650273,0.000000,0.637581,0.372177,1.000000,0.919243,0.897979
0.042721,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.476190,0.250000,1.000000,1.000000,0.360656,0.000000,0.354273,0.206426,0.666667,0.919243,0.897979
0.776386,0.758333,0.397872,0.666667,0.000000,1.000000,0.200000,1.000000,0.285714,0.250000,1.000000,0.400000,0.071038,0.000000,0.050305,0.057374,0.333333,0.319022,0.249079
0.363103,0.316667,0.768085,0.666667,1.000000,1.000000,0.400000,0.000000,0.142857,0.000000,0.000000,0.000000,0.071038,0.000000,0.064459,0.044846,0.333333,0.709457,0.648258
0.853800,0.525000,0.308511,0.000000,0.000000,0.333333,0.200000,1.000000,0.000000,0.750000,1.000000,0.200000,0.114754,0.000000,0.075893,0.098332,0.333333,0.238296,0.178671
0.310674,0.041667,0.938298,0.333333,1.000000,1.000000,0.800000,1.000000,0.333333,0.750000,0.833333,0.800000,0.147541,0.000000,0.145802,0.084459,0.333333,0.919243,0.897979
0.300398,0.825000,0.585106,0.666667,0.000000,1.000000,0.200000,1.000000,0.714286,0.375000,1.000000,0.200000,0.224044,0.000000,0.180129,0.157160,0.333333,0.505207,0.427997
0.888882,0.625000,0.631915,0.666667,1.000000,0.333333,0.200000,1.000000,0.428571,0.000000,0.000000,0.200000,0.267760,0.000000,0.221568,0.182278,0.666667,0.555359,0.479863
0.134246,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.125000,0.333333,0.200000,0.568306,0.000000,0.557399,0.325266,1.000000,0.919243,0.897979
0.176099,0.125000,0.561702,0.666667,0.000000,1.000000,0.200000,1.000000,0.619048,0.250000,1.000000,0.800000,0.027322,0.000000,0.022032,0.020127,0.000000,0.480672,0.403173
0.265436,0.408333,0.938298,0.000000,1.000000,1.000000,0.600000,0.500000,0.095238,1.000000,0.166667,0.200000,0.229508,0.000000,0.225983,0.131370,0.333333,0.919243,0.897979
0.634980,0.841667,0.978723,0.666667,0.000000,1.000000,0.200000,1.000000,0.190476,0.500000,1.000000,0.400000,0.218579,0.000000,0.219819,0.122520,0.333333,0.971870,0.964104
0.321250,0.525000,0.308511,0.000000,0.000000,1.000000,0.200000,1.000000,0.523810,0.500000,1.000000,0.200000,0.213115,0.000000,0.141154,0.181327,0.333333,0.238296,0.178671
0.379161,0.258333,0.759574,0.000000,0.000000,1.000000,0.200000,1.000000,0.666667,0.625000,1.000000,0.400000,0.267760,0.000000,0.238998,0.168973,0.666667,0.699468,0.636943
0.064382,0.033333,0.691489,0.666667,0.000000,1.000000,0.600000,1.000000,1.000000,0.750000,1.000000,0.200000,0.109290,0.000000,0.094230,0.072043,0.333333,0.621275,0.550260
0.653465,0.400000,0.917021,0.666667,0.000000,1.000000,0.200000,1.000000,0.238095,0.875000,1.000000,0.200000,0.071038,0.000000,0.070153,0.041157,0.333333,0.891977,0.864254
0.194104,0.500000,0.431915,0.666667,0.000000,1.000000,0.200000,1.000000,0.714286,0.000000,0.000000,0.200000,0.136612,0.000000,0.099158,0.106580,0.333333,0.351158,0.278358
0.873993,0.250000,0.889362,0.666667,0.000000,1.000000,0.600000,1.000000,1.000000,0.000000,0.000000,0.200000,0.486339,0.000000,0.465191,0.285573,0.666667,0.856976,0.821507
0.239851,0.400000,0.917021,0.333333,1.000000,0.333333,0.200000,1.000000,0.095238,1.000000,1.000000,0.400000,0.661202,0.000000,0.641183,0.382624,1.000000,0.891977,0.864254
0.251266,0.533333,0.893617,0.666667,1.000000,0.333333,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.196721,0.000000,0.189396,0.115308,0.333333,0.862328,0.828003
0.303035,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.476190,0.250000,0.333333,0.200000,0.420765,0.000000,0.413073,0.240827,0.666667,0.919243,0.897979
0.404026,0.775000,0.800000,0.333333,0.000000,1.000000,0.600000,1.000000,0.285714,0.625000,0.333333,0.200000,0.846995,0.000000,0.771100,0.521851,1.000000,0.747339,0.691657
0.724947,0.400000,0.917021,0.666667,1.000000,1.000000,0.200000,1.000000,0.952381,0.375000,1.000000,0.400000,0.071038,0.000000,0.070153,0.041157,0.333333,0.891977,0.864254
0.429611,0.041667,0.938298,0.000000,0.000000,1.000000,0.200000,1.000000,0.285714,0.625000,0.333333,0.200000,0.125683,0.000000,0.124420,0.071950,0.333333,0.919243,0.897979
0.743971,0.841667,0.978723,0.666667,0.000000,1.000000,0.200000,1.000000,0.285714,0.875000,0.833333,0.400000,0.098361,0.000000,0.099791,0.055111,0.333333,0.971870,0.964104
0.322268,0.216667,0.740426,0.666667,1.000000,0.333333,0.200000,1.000000,0.571429,0.000000,0.000000,0.000000,0.010929,0.000000,0.010546,0.007330,0.000000,0.677168,0.611878
0.094161,0.408333,0.938298,0.666667,1.000000,1.000000,0.600000,0.833333,1.000000,0.250000,0.833333,1.000000,0.180328,0.000000,0.177875,0.103223,0.333333,0.919243,0.897979
0.609904,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,0.500000,0.142857,0.625000,0.333333,0.200000,0.092896,0.000000,0.092348,0.053185,0.333333,0.919243,0.897979
0.975014,0.408333,0.938298,0.666667,1.000000,1.000000,0.400000,0.000000,0.047619,0.000000,1.000000,0.000000,0.213115,0.000000,0.209947,0.121987,0.333333,0.919243,0.897979
0.615776,0.400000,0.917021,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.625000,1.000000,0.400000,0.453552,0.000000,0.440265,0.262478,0.666667,0.891977,0.864254
0.365170,0.408333,0.938298,0.666667,0.000000,0.333333,0.400000,0.000000,0.190476,0.000000,0.000000,0.200000,0.836066,0.000000,0.819325,0.478507,1.000000,0.919243,0.897979
0.914048,0.041667,0.938298,0.666667,0.000000,1.000000,0.400000,0.000000,1.000000,0.000000,0.000000,0.400000,0.185792,0.000000,0.183220,0.106351,0.333333,0.919243,0.897979
0.327511,0.525000,0.308511,0.666667,0.000000,1.000000,0.600000,1.000000,0.714286,0.500000,1.000000,0.200000,0.404372,0.000000,0.268050,0.342707,0.666667,0.238296,0.178671
0.430750,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.625000,1.000000,1.000000,0.207650,0.000000,0.204602,0.118860,0.333333,0.919243,0.897979
0.840079,0.108333,0.951064,0.666667,1.000000,0.666667,0.200000,1.000000,0.238095,0.500000,1.000000,0.200000,0.311475,0.000000,0.308187,0.177105,0.666667,0.935746,0.918569
0.927799,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,0.166667,0.238095,0.250000,1.000000,0.400000,0.114754,0.000000,0.113730,0.065695,0.333333,0.919243,0.897979
0.271159,0.525000,0.308511,0.666667,0.000000,1.000000,0.200000,1.000000,0.714286,0.500000,1.000000,1.000000,0.459016,0.000000,0.304305,0.388816,0.666667,0.238296,0.178671
0.226010,0.425000,0.902128,0.000000,0.000000,1.000000,0.200000,0.166667,0.809524,0.375000,0.000000,0.600000,0.251366,0.000000,0.242723,0.146646,0.333333,0.873068,0.841083
0.856467,0.041667,0.938298,0.000000,0.000000,1.000000,0.600000,1.000000,0.523810,0.500000,1.000000,0.400000,0.081967,0.000000,0.081657,0.046931,0.333333,0.919243,0.897979
0.051170,0.425000,0.902128,0.666667,0.000000,1.000000,0.600000,1.000000,0.571429,0.250000,1.000000,0.200000,0.071038,0.000000,0.069583,0.041500,0.333333,0.873068,0.841083
0.305701,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.714286,0.750000,0.333333,0.400000,0.344262,0.000000,0.338237,0.197044,0.666667,0.919243,0.897979
0.171036,0.691667,0.887234,0.666667,0.000000,1.000000,0.600000,1.000000,0.619048,0.875000,0.833333,0.400000,0.475410,0.000000,0.454256,0.279473,0.666667,0.854304,0.818269
0.926181,0.041667,0.938298,0.000000,0.000000,1.000000,0.600000,1.000000,0.238095,0.750000,1.000000,1.000000,0.245902,0.000000,0.242020,0.140752,0.333333,0.919243,0.897979
0.084814,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.476190,0.750000,1.000000,0.800000,0.153005,0.000000,0.151148,0.087586,0.333333,0.919243,0.897979
0.773211,0.125000,0.561702,0.333333,0.000000,1.000000,0.200000,1.000000,0.761905,0.000000,0.000000,0.400000,0.163934,0.000000,0.129958,0.116937,0.333333,0.480672,0.403173
0.990653,0.983333,0.948936,0.666667,0.000000,1.000000,0.200000,1.000000,0.095238,0.250000,1.000000,0.200000,0.043716,0.000000,0.044501,0.024887,0.000000,0.932988,0.915118
0.297462,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.761905,0.500000,1.000000,0.400000,0.655738,0.000000,0.642926,0.375304,1.000000,0.919243,0.897979
0.020941,0.250000,0.889362,0.666667,0.000000,1.000000,0.200000,1.000000,0.857143,0.750000,1.000000,1.000000,0.120219,0.000000,0.116001,0.070667,0.333333,0.856976,0.821507
0.886755,0.525000,0.308511,0.666667,0.000000,0.333333,0.400000,0.000000,0.428571,0.250000,1.000000,0.200000,0.147541,0.000000,0.097647,0.125997,0.333333,0.238296,0.178671
0.582312,0.616667,0.891489,0.666667,1.000000,0.333333,0.200000,1.000000,0.285714,0.000000,0.000000,0.000000,0.251366,0.000000,0.241357,0.147480,0.333333,0.859650,0.824751
0.577159,0.041667,0.938298,1.000000,0.000000,1.000000,0.200000,1.000000,0.190476,0.625000,0.000000,0.200000,0.765027,0.000000,0.749834,0.437851,1.000000,0.919243,0.897979
0.559304,0.708333,0.802128,0.333333,0.000000,1.000000,0.600000,1.000000,0.571429,0.625000,0.333333,0.200000,0.879781,0.000000,0.801848,0.541405,1.000000,0.749888,0.694605
0.379250,0.091667,0.151064,0.000000,0.000000,1.000000,0.200000,1.000000,0.238095,0.125000,1.000000,0.200000,0.240437,0.000000,0.139934,0.232298,0.333333,0.108855,0.075826
0.363342,0.450000,0.848936,0.666667,1.000000,1.000000,1.000000,0.000000,0.095238,0.000000,0.000000,0.000000,0.251366,0.000000,0.235896,0.150910,0.333333,0.806727,0.761222
0.418047,0.725000,0.823404,0.666667,0.000000,1.000000,0.600000,1.000000,0.380952,0.250000,1.000000,0.400000,0.169399,0.000000,0.157144,0.103209,0.333333,0.775545,0.724467
0.559214,0.525000,0.308511,0.000000,0.000000,0.333333,0.000000,0.000000,0.095238,0.250000,1.000000,0.200000,0.060109,0.000000,0.039637,0.052223,0.333333,0.238296,0.178671
0.993199,0.525000,0.308511,0.666667,0.000000,1.000000,0.200000,1.000000,0.190476,0.000000,1.000000,0.200000,0.453552,0.000000,0.300680,0.384205,0.666667,0.238296,0.178671
0.121184,0.041667,0.938298,0.666667,0.000000,1.000000,0.600000,1.000000,1.000000,0.375000,1.000000,1.000000,0.125683,0.000000,0.124420,0.071950,0.333333,0.919243,0.897979
0.179065,0.525000,0.308511,0.666667,1.000000,0.333333,0.400000,0.000000,0.190476,0.000000,1.000000,0.000000,0.311475,0.000000,0.206415,0.264323,0.666667,0.238296,0.178671
0.982594,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.750000,0.500000,0.200000,0.147541,0.000000,0.145802,0.084459,0.333333,0.919243,0.897979
0.008149,0.525000,0.308511,0.666667,1.000000,0.333333,0.400000,0.000000,0.238095,0.000000,0.000000,0.000000,0.092896,0.000000,0.061391,0.079888,0.333333,0.238296,0.178671
0.306690,0.875000,0.465957,0.000000,0.000000,0.666667,0.200000,1.000000,0.238095,0.000000,0.000000,0.200000,0.087432,0.000000,0.065075,0.066967,0.333333,0.384056,0.309044
0.007879,0.775000,0.800000,0.000000,1.000000,1.000000,0.400000,0.000000,0.380952,0.000000,0.000000,0.200000,0.431694,0.000000,0.393551,0.266102,0.666667,0.747339,0.691657
0.524551,0.108333,0.951064,0.666667,1.000000,1.000000,0.400000,0.000000,0.380952,0.000000,0.000000,0.000000,0.672131,0.000000,0.663285,0.382173,1.000000,0.935746,0.918569
0.745978,0.108333,0.951064,0.666667,1.000000,1.000000,0.000000,0.000000,0.142857,0.000000,0.000000,0.000000,0.251366,0.000000,0.249004,0.142927,0.333333,0.935746,0.918569
0.419156,0.250000,0.889362,0.666667,0.000000,1.000000,0.600000,1.000000,0.571429,0.250000,1.000000,0.800000,0.737705,0.000000,0.704933,0.433120,1.000000,0.856976,0.821507
0.864076,0.041667,0.938298,0.666667,1.000000,1.000000,0.200000,1.000000,0.523810,0.625000,1.000000,0.800000,0.322404,0.000000,0.316855,0.184535,0.666667,0.919243,0.897979
0.648342,0.200000,0.102128,0.666667,0.000000,0.666667,0.600000,1.000000,0.380952,0.625000,1.000000,1.000000,0.196721,0.000000,0.109424,0.198896,0.333333,0.071947,0.048956
0.871356,0.108333,0.951064,0.333333,1.000000,0.666667,0.200000,1.000000,0.238095,0.500000,1.000000,0.200000,0.049180,0.000000,0.049933,0.027964,0.333333,0.935746,0.918569
0.180353,0.041667,0.938298,0.000000,0.000000,0.000000,0.600000,0.666667,1.000000,0.250000,1.000000,0.000000,0.153005,0.000000,0.151148,0.087586,0.333333,0.919243,0.897979
0.928937,0.041667,0.938298,0.666667,1.000000,1.000000,0.400000,0.000000,0.428571,0.000000,0.000000,0.000000,0.103825,0.000000,0.103039,0.059440,0.333333,0.919243,0.897979
0.281944,0.400000,0.917021,0.000000,1.000000,1.000000,0.400000,0.000000,0.238095,0.000000,1.000000,0.200000,0.377049,0.000000,0.366243,0.218214,0.666667,0.891977,0.864254
0.123790,0.041667,0.938298,0.666667,0.000000,1.000000,0.800000,1.000000,1.000000,1.000000,1.000000,0.000000,0.781421,0.000000,0.765871,0.447233,1.000000,0.919243,0.897979
0.175979,0.400000,0.917021,0.666667,0.000000,1.000000,0.600000,1.000000,0.238095,1.000000,0.166667,0.000000,0.825137,0.000000,0.799802,0.477476,1.000000,0.891977,0.864254
0.135864,0.775000,0.800000,0.666667,0.000000,1.000000,0.200000,0.666667,0.476190,0.000000,0.000000,0.800000,0.065574,0.000000,0.060711,0.040639,0.333333,0.747339,0.691657
0.810240,0.041667,0.938298,0.333333,0.000000,1.000000,0.200000,1.000000,0.142857,0.625000,1.000000,0.200000,0.224044,0.000000,0.220638,0.128242,0.333333,0.919243,0.897979
0.480542,0.041667,0.938298,0.666667,1.000000,1.000000,0.400000,0.000000,0.190476,0.000000,0.000000,0.000000,0.295082,0.000000,0.290128,0.168898,0.666667,0.919243,0.897979
0.590701,0.400000,0.917021,0.666667,0.000000,1.000000,0.200000,0.500000,0.809524,0.750000,0.000000,0.200000,0.879781,0.000000,0.852676,0.509093,1.000000,0.891977,0.864254
0.123341,0.533333,0.893617,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.125000,0.000000,0.200000,0.234973,0.000000,0.225960,0.137711,0.333333,0.862328,0.828003
0.115821,0.041667,0.938298,0.000000,0.000000,1.000000,0.200000,1.000000,0.428571,0.125000,0.166667,0.200000,0.125683,0.000000,0.124420,0.071950,0.333333,0.919243,0.897979
0.976782,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.809524,0.500000,1.000000,0.600000,0.841530,0.000000,0.824670,0.481634,1.000000,0.919243,0.897979
0.449474,0.400000,0.917021,0.666667,0.000000,1.000000,0.600000,1.000000,1.000000,1.000000,0.166667,0.400000,0.704918,0.000000,0.683481,0.407918,1.000000,0.891977,0.864254
0.551335,0.016667,0.868085,0.666667,0.000000,1.000000,0.600000,1.000000,0.476190,0.250000,0.000000,0.600000,0.032787,0.000000,0.032206,0.019599,0.000000,0.830395,0.789456
0.129333,0.633333,0.740426,0.666667,0.000000,1.000000,0.200000,1.000000,0.333333,0.250000,1.000000,0.200000,0.049180,0.000000,0.044181,0.031683,0.333333,0.677168,0.611878
0.020162,0.825000,0.585106,0.666667,0.000000,1.000000,0.600000,1.000000,1.000000,1.000000,0.166667,1.000000,0.245902,0.000000,0.197653,0.172423,0.333333,0.505207,0.427997
0.982684,0.041667,0.938298,0.666667,0.000000,1.000000,0.600000,1.000000,1.000000,0.500000,1.000000,1.000000,0.202186,0.000000,0.199256,0.115733,0.333333,0.919243,0.897979
0.264687,0.041667,0.938298,0.000000,0.000000,1.000000,0.200000,0.333333,0.238095,0.375000,1.000000,0.200000,0.535519,0.000000,0.525327,0.306502,0.666667,0.919243,0.897979
0.032955,0.408333,0.938298,0.666667,1.000000,0.333333,0.200000,1.000000,0.190476,0.500000,1.000000,0.400000,0.387978,0.000000,0.381001,0.222063,0.666667,0.919243,0.897979
0.257797,0.041667,0.938298,0.000000,0.000000,1.000000,0.200000,1.000000,0.571429,0.250000,1.000000,0.200000,0.103825,0.000000,0.103039,0.059440,0.333333,0.919243,0.897979
0.443153,0.125000,0.561702,0.666667,0.000000,1.000000,0.600000,1.000000,1.000000,0.375000,1.000000,0.600000,0.967213,0.000000,0.764558,0.686176,1.000000,0.480672,0.403173
0.954522,0.050000,0.946809,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.375000,0.500000,0.800000,0.267760,0.000000,0.264563,0.152584,0.666667,0.930233,0.911675
0.998502,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.523810,0.750000,1.000000,0.200000,0.169399,0.000000,0.167184,0.096969,0.333333,0.919243,0.897979
0.862009,0.450000,0.848936,0.666667,0.000000,1.000000,0.200000,1.000000,0.761905,0.250000,1.000000,0.400000,0.027322,0.000000,0.026739,0.016555,0.000000,0.806727,0.761222
0.939782,0.250000,0.889362,0.666667,0.000000,1.000000,0.200000,0.500000,1.000000,0.375000,1.000000,0.800000,0.027322,0.000000,0.027401,0.016138,0.000000,0.856976,0.821507
0.337757,0.350000,0.465957,0.666667,1.000000,0.333333,0.200000,1.000000,0.285714,0.000000,0.000000,0.200000,0.814208,0.000000,0.604462,0.615197,1.000000,0.384056,0.309044
0.717727,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.238095,0.250000,0.333333,0.200000,0.256831,0.000000,0.252710,0.147006,0.333333,0.919243,0.897979
0.231822,0.250000,0.889362,0.666667,0.000000,1.000000,0.600000,1.000000,0.476190,0.375000,1.000000,0.200000,0.147541,0.000000,0.142060,0.086704,0.333333,0.856976,0.821507
0.214326,0.533333,0.893617,0.666667,0.000000,1.000000,0.200000,1.000000,0.714286,0.375000,1.000000,1.000000,0.103825,0.000000,0.100598,0.060901,0.333333,0.862328,0.828003
0.194164,0.041667,0.938298,0.000000,0.000000,1.000000,0.200000,1.000000,0.285714,0.500000,0.833333,0.200000,0.049180,0.000000,0.049585,0.028167,0.333333,0.919243,0.897979
0.643309,0.391667,0.774468,0.000000,0.000000,1.000000,0.200000,1.000000,0.619048,1.000000,1.000000,1.000000,0.114754,0.000000,0.103887,0.071979,0.333333,0.716980,0.656815
0.866713,0.041667,0.938298,0.333333,1.000000,1.000000,0.200000,0.666667,0.761905,0.000000,1.000000,0.200000,0.562842,0.000000,0.552054,0.322139,1.000000,0.919243,0.897979
0.748195,0.725000,0.823404,0.000000,1.000000,1.000000,0.400000,0.000000,0.095238,0.750000,1.000000,0.000000,0.803279,0.000000,0.740817,0.488604,1.000000,0.775545,0.724467
0.422601,0.575000,0.978723,0.666667,0.000000,1.000000,0.600000,1.000000,1.000000,0.500000,1.000000,0.400000,0.076503,0.000000,0.077968,0.042854,0.333333,0.971870,0.964104
0.044040,0.825000,0.585106,0.666667,0.000000,0.666667,0.200000,0.500000,0.523810,0.000000,0.000000,1.000000,0.901639,0.000000,0.723363,0.630329,1.000000,0.505207,0.427997
0.724707,0.250000,0.889362,0.666667,1.000000,1.000000,0.600000,0.500000,1.000000,0.000000,0.000000,0.800000,0.885246,0.000000,0.845651,0.519724,1.000000,0.856976,0.821507
0.459421,0.850000,0.465957,0.000000,1.000000,1.000000,0.600000,1.000000,0.095238,1.000000,0.333333,0.400000,0.612022,0.000000,0.454407,0.462682,1.000000,0.384056,0.309044
0.052159,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.428571,0.500000,0.500000,0.200000,0.060109,0.000000,0.060275,0.034421,0.333333,0.919243,0.897979
0.371521,0.375000,0.617021,0.666667,1.000000,0.333333,0.200000,1.000000,0.095238,0.625000,1.000000,0.200000,0.267760,0.000000,0.219534,0.183965,0.666667,0.539245,0.463036
0.909344,0.500000,0.431915,0.666667,1.000000,0.333333,1.000000,0.000000,0.142857,0.000000,0.000000,0.000000,0.393443,0.000000,0.285399,0.304860,0.666667,0.351158,0.278358
0.492705,0.400000,0.917021,0.666667,0.000000,1.000000,0.200000,1.000000,0.285714,0.500000,1.000000,0.200000,0.027322,0.000000,0.027854,0.015863,0.000000,0.891977,0.864254
0.845232,0.400000,0.917021,0.333333,0.000000,1.000000,0.200000,1.000000,0.476190,0.250000,1.000000,0.200000,0.060109,0.000000,0.059578,0.034834,0.333333,0.891977,0.864254
0.687408,0.400000,0.917021,0.666667,0.000000,1.000000,0.200000,1.000000,0.619048,0.000000,0.000000,0.200000,0.338798,0.000000,0.329231,0.196082,0.666667,0.891977,0.864254
0.699991,0.525000,0.308511,0.000000,0.000000,1.000000,0.600000,1.000000,0.285714,0.500000,1.000000,0.400000,0.289617,0.000000,0.191912,0.245879,0.666667,0.238296,0.178671
0.698343,0.950000,0.465957,0.666667,0.000000,0.666667,0.200000,1.000000,0.619048,0.125000,0.500000,0.600000,0.267760,0.000000,0.198908,0.202994,0.666667,0.384056,0.309044
0.599509,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.625000,1.000000,0.400000,0.377049,0.000000,0.370310,0.215808,0.666667,0.919243,0.897979
0.076335,0.400000,0.917021,0.666667,0.000000,1.000000,0.200000,1.000000,0.333333,0.625000,1.000000,0.200000,0.759563,0.000000,0.736355,0.439535,1.000000,0.891977,0.864254
0.349681,0.775000,0.800000,0.666667,0.000000,0.666667,0.600000,1.000000,0.047619,0.500000,1.000000,0.200000,0.251366,0.000000,0.229615,0.155053,0.333333,0.747339,0.691657
